Customer ID,RFM_Segment
4135-FRWKJ,Loyal Customers
6551-ZCOTS,At Risk
5995-SNNEW,Loyal Customers
5371-VYLSX,Loyal Customers
4128-ETESU,Champions
3295-YVUSR,Lost
8016-NCFVO,Loyal Customers
4119-ZYPZY,Loyal Customers
1078-TDCRN,At Risk
5439-WIKXB,Champions
2080-CAZNM,Loyal Customers
1028-FFNJK,Loyal Customers
3001-UNBTL,Loyal Customers
0786-IVLAW,Loyal Customers
4282-ACRXS,Loyal Customers
7668-XCFYV,Loyal Customers
5336-UFNZP,Champions
9233-PSYHO,Loyal Customers
8777-MBMTS,Champions
2615-YVMYX,Champions
2851-STERV,Loyal Customers
5419-JKZNQ,Loyal Customers
1409-PHXTF,Champions
9591-YVTEB,Loyal Customers
9309-BZGNT,Champions
8075-GXIUB,At Risk
6723-WSNTY,Champions
2144-BFDSO,Loyal Customers
5647-FXOTP,Champions
6078-VESFR,At Risk
9866-OCCKE,Champions
2786-GCDPI,Loyal Customers
3733-UOCWF,Champions
8490-BXHEO,At Risk
7173-TETGO,Champions
6435-VWCCY,Champions
6726-NNFWD,Champions
7856-GANIL,Loyal Customers
0248-PGHBZ,Loyal Customers
7472-EQOAV,Champions
5985-BEHZK,Champions
9279-CJEOJ,At Risk
8029-XYPWT,Champions
6646-JPPHA,At Risk
7658-UYUQS,At Risk
8746-BFOAJ,At Risk
8023-QHAIO,Champions
8133-ANHHJ,Loyal Customers
1707-HABPF,Loyal Customers
6847-KJLTS,Champions
4619-EVPHY,Loyal Customers
4462-CYWMH,Champions
9334-GWGOW,Lost
4291-HYEBC,At Risk
1576-PFZIW,Champions
0147-ESWWR,Champions
1217-VASWC,Champions
2522-WLNSF,Loyal Customers
5327-XOKKY,Champions
3312-ZWLGF,At Risk
0795-XCCTE,Loyal Customers
7072-MBHEV,Loyal Customers
8050-DVOJX,Loyal Customers
8169-SAEJD,Champions
1580-BMCMR,At Risk
4199-QHJNM,Champions
5135-GRQJV,Champions
2384-OVPSA,At Risk
1371-WEPDS,Champions
3349-ANQNH,Loyal Customers
5937-EORGB,Loyal Customers
5539-HIVAK,Loyal Customers
4583-PARNH,At Risk
1421-HCERK,Loyal Customers
0716-BQNDX,Loyal Customers
1162-ECVII,Champions
8695-ARGXZ,Loyal Customers
1697-NVVGY,At Risk
9112-WSNPU,Loyal Customers
4976-LNFVV,At Risk
2077-MPJQO,At Risk
1480-IVEVR,Loyal Customers
4118-CEVPF,Loyal Customers
2428-HYUNX,Loyal Customers
9693-XMUOB,Champions
1635-NZATJ,Champions
9943-VSZUV,Loyal Customers
9355-NPPFS,At Risk
5828-DWPIL,Champions
2931-FSOHN,At Risk
9971-ZWPBF,Champions
8421-WZOOW,Champions
2957-JIRMN,Loyal Customers
5271-DBYSJ,At Risk
3915-ODIYG,Loyal Customers
5671-UUNXD,Loyal Customers
4698-KVLLG,Loyal Customers
0282-NVSJS,At Risk
7537-CBQUZ,Loyal Customers
4750-UKWJK,Loyal Customers
4884-ZTHVF,Lost
3055-OYMSE,Loyal Customers
1468-DEFNC,Champions
9605-WGJVW,Lost
4627-MIHJH,Loyal Customers
5553-AOINX,Champions
3258-SANFR,Lost
4833-QTJNO,Champions
2322-VCZHZ,Loyal Customers
6383-ZTSIW,Loyal Customers
0118-JPNOY,At Risk
9000-PLFUZ,Champions
7779-ORAEL,Loyal Customers
0644-OQMDK,Lost
1658-XUHBX,Champions
2378-HTWFW,Loyal Customers
3719-TDVQB,Loyal Customers
0201-MIBOL,Loyal Customers
8495-PRWFH,Loyal Customers
0439-IFYUN,At Risk
6458-CYIDZ,Lost
1932-UEDCX,Loyal Customers
5188-HGMLP,Champions
5331-RGMTT,Loyal Customers
4476-OSWTN,Champions
6726-WEXXK,Loyal Customers
4023-RTIQM,Loyal Customers
7872-RDDLZ,Loyal Customers
3162-KKZXO,Loyal Customers
8904-OPDCK,Loyal Customers
6048-QBXKL,Lost
6734-FQAJX,Loyal Customers
2378-VTKDH,Champions
2974-GGUXS,Loyal Customers
7994-XIRTR,Loyal Customers
5298-GSTLM,Loyal Customers
6121-TNHBO,Loyal Customers
5119-NZPTV,At Risk
3865-ZYKAD,Champions
2205-LPVGL,Champions
4868-AADLV,Loyal Customers
3256-EZDBI,Loyal Customers
4726-DLWQN,Loyal Customers
3518-FSTWG,Champions
0230-UBYPQ,Loyal Customers
1763-KUAAW,At Risk
1104-TNLZA,Loyal Customers
5195-KPUNQ,Loyal Customers
3908-MKIMJ,Champions
6969-MVBAI,Lost
2453-SAFNS,Loyal Customers
7426-GSWPO,Loyal Customers
4909-JOUPP,Champions
6437-UDQJM,Champions
1226-IENZN,At Risk
3411-WLRSQ,At Risk
0822-QGCXA,Loyal Customers
3588-WSTTJ,Loyal Customers
3798-EPWRR,Lost
2452-MRMZF,Champions
4989-LIXVT,Loyal Customers
5481-NTDOH,Champions
0749-IRGQE,At Risk
1754-GKYPY,Loyal Customers
1591-MQJTP,Champions
7471-MQPOS,Champions
3259-KNMRR,Loyal Customers
6120-RJKLU,Champions
4323-OHFOW,Champions
6563-VNPMN,Loyal Customers
2267-WTPYD,Champions
9129-UXERG,At Risk
6229-LSCKB,Lost
6127-IYJOZ,Lost
8065-QBYTO,Loyal Customers
7921-LMDFQ,Loyal Customers
5820-PTRYM,Champions
6211-WHMYA,Loyal Customers
3454-JFUBC,Loyal Customers
2451-YMUXS,Loyal Customers
4690-PKDQG,Champions
7789-CRUVC,Champions
9972-VAFJJ,Loyal Customers
5981-ZVXOT,Loyal Customers
2274-XUATA,Champions
0666-UXTJO,Loyal Customers
1035-IPQPU,Champions
2235-DWLJU,Lost
3605-JISKB,Loyal Customers
3668-QPYBK,Lost
9237-HQITU,Lost
9305-CDSKC,Lost
7892-POOKP,At Risk
0280-XJGEX,Loyal Customers
4190-MFLUW,Loyal Customers
1066-JKSGK,Lost
6467-CHFZW,Loyal Customers
8665-UTDHZ,Lost
8773-HHUOZ,At Risk
6047-YHPVI,Lost
5380-WJKOV,Loyal Customers
8168-UQWWF,At Risk
7760-OYPDY,Lost
9420-LOJKX,At Risk
5698-BQJOH,Lost
5919-TMRGD,Lost
9191-MYQKX,Lost
8637-XJIVR,At Risk
0278-YXOOG,Lost
3192-NQECA,Champions
0486-HECZI,Loyal Customers
5299-RULOA,At Risk
0404-SWRVG,Lost
6207-WIOLX,Loyal Customers
3091-FYHKI,Lost
2372-HWUHI,Lost
4080-OGPJL,Lost
2135-RXIHG,Lost
3874-EQOEP,Lost
0867-MKZVY,Loyal Customers
3376-BMGFE,Lost
1875-QIVME,Lost
0691-JVSYA,Champions
6317-YPKDH,Lost
9367-WXLCH,Lost
1918-ZBFQJ,At Risk
1024-GUALD,At Risk
2472-OVKUP,At Risk
1285-OKIPP,Lost
7825-ECJRF,At Risk
7841-TZDMQ,Lost
9408-SSNVZ,Lost
0742-MOABM,Lost
2232-DMLXU,Lost
8937-RDTHP,Lost
1251-KRREG,Lost
0322-YINQP,Lost
4629-NRXKX,Lost
4959-JOSRX,At Risk
6323-AYBRX,Loyal Customers
6366-ZGQGL,Lost
5940-AHUHD,Lost
6432-TWQLB,Lost
4484-GLZOU,Champions
9512-UIBFX,Loyal Customers
5583-SXDAG,Lost
3580-REOAC,At Risk
6390-DSAZX,Lost
7563-BIUPC,Lost
2321-OMBXY,Loyal Customers
0122-OAHPZ,Lost
2868-SNELZ,Lost
4322-RCYMT,Champions
6680-NENYN,Loyal Customers
1343-EHPYB,Champions
2034-GDRCN,Lost
0219-YTZUE,At Risk
4572-DVCGN,At Risk
1010-DIAUQ,Lost
0259-GBZSH,Lost
9601-BRXPO,Loyal Customers
6905-NIQIN,Lost
5167-ZFFMM,Lost
6599-CEBNN,Loyal Customers
0979-PHULV,Champions
4800-VHZKI,Lost
7989-CHGTL,Lost
0578-SKVMF,Loyal Customers
9063-ZGTUY,Champions
2957-LOLHO,At Risk
7752-XUSCI,Loyal Customers
4110-PFEUZ,Lost
0256-LTHVJ,Loyal Customers
0880-TKATG,At Risk
3811-VBYBZ,Lost
4640-UHDOS,Loyal Customers
3583-EKAPL,Lost
9399-APLBT,Lost
2359-KMGLI,At Risk
0306-JAELE,Lost
6227-HWPWX,At Risk
0447-BEMNG,Loyal Customers
5949-XIKAE,At Risk
8372-JUXUI,Lost
0388-EOPEX,Lost
8205-OTCHB,At Risk
7783-YKGDV,At Risk
7218-HKQFK,At Risk
4636-QRJKY,At Risk
9412-GHEEC,Loyal Customers
6825-UYPFK,At Risk
8397-MVTAZ,Loyal Customers
9282-IZGQK,Lost
1342-JPNKI,At Risk
2817-NTQDO,Lost
6986-IJDHX,Champions
5301-GAUUY,Loyal Customers
0939-YAPAF,Loyal Customers
4710-FDUIZ,Champions
1218-VKFPE,At Risk
3627-FHKBK,Lost
0719-SYFRB,At Risk
6543-CPZMK,Lost
4765-OXPPD,At Risk
1009-IRMNA,Lost
7207-RMRDB,Champions
0195-IESCP,At Risk
4580-TMHJU,Loyal Customers
0970-ETWGE,Lost
0887-HJGAR,Lost
9576-ANLXO,Lost
2024-BASKD,Lost
4464-JCOLN,Lost
5650-VDUDS,Lost
7538-GWHML,Lost
3859-CVCET,Lost
3276-HDUEG,Lost
0822-GAVAP,Lost
1448-PWKYE,Lost
2276-YDAVZ,Lost
5896-NPFWW,Lost
7133-VBDCG,At Risk
1029-QFBEN,Lost
4952-YSOGZ,Lost
1589-AGTLK,Lost
6439-GTPCA,Loyal Customers
5138-WVKYJ,At Risk
2189-WWOEW,At Risk
1894-IGFSG,At Risk
7379-POKDZ,Lost
0236-HFWSV,At Risk
3900-AQPHZ,Lost
5842-POCOP,At Risk
2037-XJFUP,Loyal Customers
7314-OXENN,Lost
0322-CHQRU,Lost
4678-DVQEO,Lost
3009-JWMPU,Loyal Customers
1450-GALXR,At Risk
3138-BKYAV,Lost
4289-DTDKW,Loyal Customers
1820-TQVEV,Lost
2239-JALAW,Loyal Customers
4853-RULSV,Loyal Customers
6275-YDUVO,Lost
0115-TFERT,Loyal Customers
2311-QYMUQ,At Risk
3104-OWCGK,Champions
9101-BWFSS,Loyal Customers
6982-SSHFK,Lost
1038-ZAGBI,At Risk
3027-ZTDHO,Lost
2382-BCKQJ,Loyal Customers
2207-NHRJK,Lost
9944-HKVVB,Lost
4124-MMETB,At Risk
3671-SHRSP,Lost
3313-QKNKB,Loyal Customers
5073-WXOYN,Loyal Customers
0207-MDKNV,At Risk
9851-KIELU,At Risk
3908-BLSYF,Lost
7549-MYGPK,Champions
3804-RVTGV,Champions
9227-LUNBG,Lost
4315-MURBD,At Risk
9734-YWGEX,Lost
2719-BDAQO,At Risk
9625-QSTYE,At Risk
6400-BWQKW,Lost
6680-WKXRZ,Lost
9448-REEVD,Lost
9117-SHLZX,Lost
4541-RMRLG,Lost
3158-MOERK,Lost
7294-TMAOP,Lost
2834-JRTUA,Loyal Customers
5875-YPQFJ,Lost
8603-IJWDN,Lost
3842-IYKUE,Loyal Customers
6641-XRPSU,Loyal Customers
8357-EQXFO,Lost
9524-EGPJC,At Risk
6993-OHLXR,Lost
8818-XYFCQ,Loyal Customers
4695-VADHF,At Risk
3863-IUBJR,At Risk
8436-BJUMM,Loyal Customers
9948-YPTDG,Loyal Customers
4883-QICIH,Loyal Customers
8329-IBCTI,Lost
5669-SRAIP,Lost
5981-ITEMU,Loyal Customers
6941-PMGEP,Lost
1624-WOIWJ,At Risk
2074-GKOWZ,Lost
0376-YMCJC,At Risk
0634-SZPQA,At Risk
5536-RTPWK,Loyal Customers
6166-ILMNY,Lost
3097-NNSPB,Lost
0655-RBDUG,Lost
4361-BKAXE,Loyal Customers
9878-TNQGW,Lost
4607-CHPCA,Loyal Customers
8824-RWFXJ,Lost
9763-PDTKK,Lost
7627-JKIAZ,Loyal Customers
4081-DYXAV,At Risk
0927-LCSMG,Lost
8257-RZAHR,At Risk
0841-NULXI,Lost
7851-WZEKY,Lost
8844-TONUD,Loyal Customers
5868-CZJDR,Lost
0135-NMXAP,At Risk
6270-OMFIW,Champions
0107-WESLM,Lost
3992-YWPKO,Lost
0125-LZQXK,At Risk
5673-FSSMF,Lost
1579-KLYDT,Lost
3927-NLNRY,Loyal Customers
6358-LYNGM,Lost
5494-HECPR,Lost
9824-BEMCV,At Risk
1373-ORVIZ,At Risk
9866-QEVEE,At Risk
9897-KXHCM,Lost
7979-CORPM,At Risk
1618-CFHME,Lost
3165-HDOEW,Lost
6581-NQCBA,At Risk
1689-MRZQR,Loyal Customers
5835-BEQEU,Lost
5552-ZNFSJ,Lost
2223-KAGMX,At Risk
7321-PKUYW,At Risk
2833-SLKDQ,Lost
7595-EUIVN,Lost
2026-TGDHM,Lost
4030-VPZBD,Lost
2408-TZMJL,Champions
7993-PYKOF,At Risk
5027-XWQHA,Lost
4566-QVRRW,At Risk
0201-OAMXR,Loyal Customers
7831-QGOXH,At Risk
6393-WRYZE,Loyal Customers
6599-RCLCJ,Loyal Customers
9831-BPFRI,Loyal Customers
1725-MIMXW,Lost
0031-PVLZI,Lost
4791-QRGMF,Champions
4671-LXRDQ,Lost
1934-SJVJK,Lost
3838-OZURD,Loyal Customers
9269-CQOOL,Lost
2845-HSJCY,At Risk
1184-PJVDB,At Risk
9415-DPEWS,At Risk
7943-RQCHR,Lost
3249-ZPQRG,Lost
2568-BRGYX,Lost
7721-JXEAW,Loyal Customers
7249-WBIYX,At Risk
3164-AALRN,Lost
3334-CTHOL,Lost
4704-ERYFC,Loyal Customers
0471-LVHGK,Loyal Customers
9518-RWHZL,Loyal Customers
6240-EURKS,At Risk
6960-HVYXR,Lost
7861-UVUFT,At Risk
0680-DFNNY,Loyal Customers
7767-UXAGJ,Lost
1571-SAVHK,At Risk
9546-CQJSU,Lost
2951-QOQTK,Lost
3473-XIIIT,Loyal Customers
7893-IXHRQ,Lost
2952-QAYZF,Lost
4763-PGDPO,Lost
5394-SVGJV,Loyal Customers
9283-LZQOH,At Risk
7079-QRCBC,At Risk
5469-CTCWN,Champions
9851-QXEEQ,Loyal Customers
5208-HFSBT,Lost
2667-WYLWJ,Lost
1092-GANHU,At Risk
7881-EVUAD,Lost
5766-XQXMQ,At Risk
3703-VAVCL,Lost
8519-QJGJD,At Risk
6326-MTTXK,Lost
0330-IVZHA,Lost
2886-KEFUM,Champions
4237-RLAQD,Lost
9651-GTSAQ,Loyal Customers
3186-BAXNB,Lost
0637-YLETY,At Risk
1157-BQCUW,Lost
2003-CKLOR,Loyal Customers
9254-RBFON,At Risk
1205-WNWPJ,Lost
8387-MOJJT,Loyal Customers
6032-KRXXO,Loyal Customers
7459-RRWQZ,At Risk
3092-IGHWF,Champions
6352-TWCAU,Loyal Customers
2929-QNSRW,Champions
1262-OPMFY,At Risk
1899-VXWXM,Loyal Customers
3331-HQDTW,Loyal Customers
5442-XSDCW,At Risk
3049-NDXFL,Lost
7963-GQRMY,Lost
1228-FZFRV,Loyal Customers
2058-DCJBE,Lost
5364-XYIRR,Loyal Customers
4829-AUOAX,Loyal Customers
9158-VCTQB,Loyal Customers
6311-UEUME,At Risk
6839-ITVZJ,Loyal Customers
0375-HVGXO,Lost
8593-WHYHV,Lost
6097-EQISJ,Champions
4423-YLHDV,Loyal Customers
0107-YHINA,Lost
8640-SDGKB,Lost
4116-TZAQJ,Lost
3877-JRJIP,Lost
7511-YMXVQ,Lost
7551-JOHTI,Lost
9804-ICWBG,Lost
5318-IXUZF,Lost
3198-VELRD,Lost
9436-ZBZCT,At Risk
7198-GLXTC,Lost
0516-VRYBW,Lost
8380-PEFPE,Lost
5687-DKDTV,Lost
7530-HDYDS,Loyal Customers
3096-IZETN,At Risk
5922-ABDVO,Loyal Customers
9172-ANCRX,At Risk
6910-HADCM,Lost
4816-LXZYW,At Risk
4911-BANWH,Loyal Customers
8496-EJAUI,At Risk
6365-MTGZX,At Risk
1349-WXNGG,Lost
6990-YNRIO,Loyal Customers
0621-TWIEM,At Risk
2485-ITVKB,Lost
3669-OYSJI,Lost
1612-EOHDH,Lost
7517-SAWMO,At Risk
4143-HHPMK,Loyal Customers
7054-LGEQW,Lost
0923-PNFUB,Lost
3494-JCHRQ,Lost
6474-FVJLC,Lost
4547-LYTDD,At Risk
6770-XUAGN,Lost
3143-ILDAL,Loyal Customers
4720-VSTSI,Loyal Customers
3946-MHCZW,Lost
6651-AZVTJ,Loyal Customers
4566-GOLUK,Loyal Customers
2484-DGXPZ,Loyal Customers
4587-NUKOX,Lost
0420-BWTPW,Lost
8183-ONMXC,Lost
9614-RMGHA,Loyal Customers
5054-IEXZT,Lost
5834-ASPWA,Lost
3948-XHGNA,At Risk
0565-IYCGT,Loyal Customers
5445-UTODQ,At Risk
1024-VRZHF,At Risk
0348-SDKOL,Champions
4373-MAVJG,At Risk
8901-HJXTF,At Risk
5419-KLXBN,Loyal Customers
9828-AOQLM,At Risk
7615-ESMYF,Lost
3858-VOBET,At Risk
1447-PJGGA,Loyal Customers
8565-CLBZW,At Risk
9139-WQQDY,Loyal Customers
0224-HJAPT,Lost
8086-OVPWV,Lost
9430-FRQOC,Lost
3074-GQWYX,Lost
6845-RGTYS,Loyal Customers
8861-HGGKB,At Risk
7065-YUNRY,Lost
7694-VLBWQ,Champions
6481-OGDOO,Champions
3753-TSEMP,At Risk
8305-VHZBZ,Lost
9172-JITSM,Loyal Customers
6298-QDFNH,At Risk
6173-ITPWD,Loyal Customers
9734-UYXQI,Lost
2189-UXTKY,At Risk
4958-GZWIY,Lost
6356-ELRKD,Lost
8624-GIOUT,Loyal Customers
3177-LASXD,Lost
4897-QSUYC,Lost
1084-UQCHV,Lost
2955-BJZHG,At Risk
3806-DXQOM,Lost
9300-RENDD,Lost
0761-AETCS,Lost
2153-MREFK,Loyal Customers
3106-ULWFW,Lost
0925-VYDLG,Lost
4349-GFQHK,Lost
7802-EFKNY,Lost
8035-BUYVG,Loyal Customers
9787-XVQIU,Lost
8945-MUQUF,Loyal Customers
3023-GFLBR,Loyal Customers
0524-IAVZO,Loyal Customers
2737-YNGYW,Lost
5159-YFPKQ,Lost
7927-AUXBZ,Loyal Customers
7619-ODSGN,At Risk
2514-GINMM,Lost
2659-VXMWZ,Loyal Customers
4285-GYRQC,At Risk
8337-MSSXB,At Risk
8182-BJDSI,At Risk
2482-CZGBB,At Risk
0866-QLSIR,Loyal Customers
7181-BQYBV,Lost
6204-IEUXJ,Lost
4529-CKBCL,Lost
2506-CLAKW,Lost
1583-IHQZE,At Risk
0151-ONTOV,Lost
0320-JDNQG,Loyal Customers
7180-PISOG,Lost
3571-RFHAR,Loyal Customers
9578-VRMNM,At Risk
6140-QNRQQ,Lost
4307-KTUMW,Loyal Customers
7470-MCQTK,At Risk
7488-MXJIV,Lost
2027-FECZV,At Risk
2672-DZUOY,Lost
3870-MQAMG,Loyal Customers
4800-CZMPC,Loyal Customers
7377-DMMRI,Lost
8949-JTMAY,At Risk
3211-ILJTT,At Risk
5103-MHMHY,Lost
0235-KGSLC,Lost
2884-GBPFB,Loyal Customers
5136-KCKGI,Loyal Customers
3722-WPXTK,Lost
2929-ERCFZ,At Risk
7548-SEPYI,Lost
8835-VSDSE,Lost
1623-NLDOT,Loyal Customers
5236-PERKL,Loyal Customers
7854-FOKSF,Lost
2519-FAKOD,Loyal Customers
7089-IVVAZ,Lost
9492-TOKRI,At Risk
3325-FUYCG,Loyal Customers
8481-YYXWG,Lost
2609-IAICY,Lost
1740-CSDJP,Lost
2636-OHFMN,At Risk
1323-OOEPC,Loyal Customers
9921-ZVRHG,At Risk
4701-MLJPN,At Risk
9206-GVPEQ,At Risk
1596-BBVTG,Loyal Customers
8433-WXGNA,Lost
3707-GNWHM,Lost
5766-ZJYBB,Lost
8931-GJJIQ,Lost
4277-PVRAN,Lost
0203-HHYIJ,At Risk
0952-KMEEH,At Risk
8178-EYZUO,Loyal Customers
3230-WYKIR,At Risk
0407-BDJKB,Champions
9600-UDOPK,Loyal Customers
4074-SJFFA,Lost
4910-GMJOT,Lost
4323-SADQS,Lost
4446-BZKHU,Champions
5202-IVJNU,At Risk
5976-JCJRH,At Risk
0137-OCGAB,Lost
3351-NQLDI,Champions
7593-JNWRU,At Risk
4588-YBNIB,Lost
5028-GZLDO,Lost
6877-TJMBR,Lost
6769-DCQLI,Loyal Customers
2433-KMEAS,At Risk
2195-ZRVAX,Loyal Customers
3550-SAHFP,Loyal Customers
2011-TRQYE,Lost
4873-ILOLJ,At Risk
2725-KXXWT,Lost
9565-DJPIB,Lost
8348-HFYIV,Lost
6849-WLEYG,Lost
4659-NZRUF,At Risk
8429-XIBUM,At Risk
2608-BHKFN,Lost
7341-LXCAF,At Risk
9462-MJUAW,Lost
8128-YVJRG,Lost
1569-TTNYJ,Lost
4749-VFKVB,Lost
7598-UAASY,Lost
7938-OUHIO,Lost
0431-APWVY,Loyal Customers
3426-NIYYL,At Risk
3387-VATUS,Lost
1143-NMNQJ,Lost
0415-MOSGF,Lost
2495-INZWQ,Lost
4139-SUGLD,Loyal Customers
6857-VWJDT,Lost
5624-BQSSA,Lost
5577-OTWWW,At Risk
6100-QQHEB,At Risk
2691-NZETQ,Lost
4404-HIBDJ,At Risk
7295-JOMMD,Lost
5013-SBUIH,Loyal Customers
6023-YEBUP,Lost
7209-JCUDS,At Risk
6158-DWPZT,Lost
3763-GCZHZ,Champions
0772-GYEQQ,Lost
4831-EOBFE,Loyal Customers
9170-GYZJC,Loyal Customers
2002-MZHWP,Lost
2004-OCQXK,Lost
5027-QPKTE,Lost
2672-HUYVI,Lost
7508-MYBOG,At Risk
0148-DCDOS,At Risk
9992-RRAMN,Loyal Customers
0310-MVLET,Champions
5696-QURRL,Lost
0495-RVCBF,Lost
7854-EDSSA,At Risk
8869-TORSS,Loyal Customers
2115-BFTIW,At Risk
0611-DFXKO,Loyal Customers
7780-OTDSO,At Risk
9747-DDZOS,Lost
0564-JJHGS,Lost
3348-CFRNX,Loyal Customers
1428-GTBJJ,At Risk
2249-YPRNG,Loyal Customers
7410-YTJIK,Lost
4626-GYCZP,Lost
5590-BYNII,At Risk
3237-AJGEH,Lost
1591-NFNLQ,Loyal Customers
0596-BQCEQ,Champions
1481-ZUWZA,At Risk
2309-OSFEU,Lost
7613-LLQFO,At Risk
2640-PMGFL,At Risk
3801-HMYNL,Lost
4484-CGXFK,Lost
6214-EDAKZ,At Risk
6127-ISGTU,At Risk
8740-XLHDR,Lost
1208-DNHLN,At Risk
1761-AEZZR,Lost
7120-RFMVS,Lost
7317-GGVPB,Champions
1322-AGOQM,At Risk
5692-FPTAH,Lost
1550-LOAHA,Loyal Customers
0268-QKIWO,Lost
0876-WDUUZ,Lost
0617-FHSGK,Loyal Customers
2858-MOFSQ,At Risk
7005-CCBKV,Lost
4250-FDVOU,Lost
2141-RRYGO,Lost
6376-GAHQE,Lost
5052-PNLOS,Lost
6979-ZNSFF,Lost
2386-LAHRK,Lost
6032-IGALN,Lost
0516-WJVXC,Lost
8809-RIHDD,Champions
4822-NGOCH,At Risk
1432-FPAXX,At Risk
3884-HCSWG,At Risk
5077-DXTCG,Lost
1142-WACZW,Lost
4892-VLANZ,Lost
2919-HBCJO,Lost
4236-XPXAV,Lost
3030-YZADT,Lost
7410-KTVFV,At Risk
8393-DLHGA,At Risk
2834-SPCJV,Loyal Customers
0587-DMGBH,Lost
3523-QRQLL,Loyal Customers
0895-DQHEW,Loyal Customers
8149-RSOUN,Lost
7250-EQKIY,Lost
4013-UBXWQ,Lost
5519-NPHVG,At Risk
8849-GYOKR,Loyal Customers
3148-BLQJT,Lost
0461-CVKMU,At Risk
8806-EAGWC,Lost
4183-WCSEP,Loyal Customers
5498-TXHLF,Loyal Customers
9722-UJOJR,Loyal Customers
6772-KSATR,Lost
7112-OPOTK,Loyal Customers
4210-QFJMF,Lost
5828-AVIPD,At Risk
1086-LXKFY,Lost
7774-OJSXI,Loyal Customers
7786-WBJYI,Lost
5016-ETTFF,Lost
3866-MDTUB,Lost
0697-ZMSWS,Lost
7593-XFKDI,Lost
0337-CNPZE,Loyal Customers
1513-XNPPH,At Risk
6347-DCUIK,At Risk
0897-FEGMU,At Risk
7663-RGWBC,Lost
1120-BMWUB,At Risk
9124-LHCJQ,Lost
2235-ZGKPT,Lost
3891-PUQOD,Lost
0689-NKYLF,At Risk
3658-KIBGF,Lost
5519-YLDGW,Loyal Customers
4946-EDSEW,At Risk
8185-UPYBR,At Risk
4585-HETAI,At Risk
7526-BEZQB,At Risk
4951-UKAAQ,Lost
2108-YKQTY,Lost
4918-QLLIW,Lost
1625-JAIIY,Champions
2947-DOMLJ,Lost
4112-LUEIZ,At Risk
4510-HIMLV,Lost
2430-USGXP,Loyal Customers
5955-ERIHD,Loyal Customers
5949-EBSQK,At Risk
7274-RTAPZ,Lost
0311-UNPFF,At Risk
3834-XUIFC,Lost
7599-FKVXZ,Loyal Customers
8229-TNIQA,Lost
6221-AVQYL,Lost
7743-EXURX,Lost
5569-KGJHX,At Risk
7730-IUTDZ,Loyal Customers
0426-TIRNE,Lost
7587-RZNME,Lost
0748-RDGGM,Champions
3746-EUBYR,Lost
2332-EFBJY,Lost
9474-PHLYD,At Risk
2165-VOEGB,Loyal Customers
2219-MVUSO,Lost
8914-RBTSB,Loyal Customers
0963-ZBDRN,Loyal Customers
7594-RQHXR,Lost
6331-EWIEB,At Risk
5998-VVEJY,At Risk
4317-VTEOA,Lost
1670-SVOWZ,At Risk
7541-YLXCL,Loyal Customers
0260-ZDLGK,Lost
8722-NGNBH,Lost
0133-BMFZO,Lost
6128-CZOMY,Lost
9540-JYROE,Lost
3656-TKRVZ,Lost
1501-SGHBW,Lost
3208-YPIOE,Loyal Customers
2612-RANWT,At Risk
2933-FILNV,Lost
9986-BONCE,Lost
4083-EUGRJ,Lost
6410-LEFEN,Lost
3194-ORPIK,Loyal Customers
8816-VXNZD,Lost
9378-FXTIZ,Loyal Customers
1723-HKXJQ,Loyal Customers
7825-GKXMW,Lost
1240-KNSEZ,Lost
0836-SEYLU,Lost
3716-BDVDB,Lost
5899-MQZZL,At Risk
6849-OYAMU,Loyal Customers
6038-GCYEC,At Risk
1150-WFARN,Champions
3144-AUDBS,Lost
5616-PRTNT,At Risk
6688-UZPWD,At Risk
2839-RFSQE,Lost
0968-GSIKN,Lost
1965-DDBWU,At Risk
9057-SIHCH,Lost
6771-XWBDM,Champions
8601-QACRS,Lost
2391-SOORI,Lost
2645-QTLMB,Lost
4806-HIPDW,Lost
8443-ZRDBZ,Lost
9136-ALYBR,Lost
7479-NITWS,Lost
2959-MJHIC,At Risk
5960-WPXQM,Lost
0684-AOSIH,Lost
8260-NGFNY,Lost
1725-IQNIY,Loyal Customers
6598-RFFVI,Lost
8614-VGMMV,At Risk
2930-UOTMB,Loyal Customers
2533-QVMSK,Champions
8625-AZYZY,Loyal Customers
9306-CPCBC,Lost
2656-TABEH,Lost
2325-ZUSFD,Champions
3932-CMDTD,Lost
3594-UVONA,Loyal Customers
0004-TLHLJ,Lost
5089-IFSDP,Champions
4817-VYYWS,Loyal Customers
1396-QWFBJ,At Risk
5299-SJCZT,Lost
2898-LSJGD,At Risk
7359-PTSXY,Lost
4503-BDXBD,At Risk
6086-ESGRL,Lost
3886-CERTZ,Champions
5759-RCVCB,Lost
6372-RFVNS,Lost
8938-UMKPI,Loyal Customers
0991-BRRFB,At Risk
6319-IEJWJ,Loyal Customers
9025-AOMKI,Lost
5275-SQEIZ,Lost
7716-YTYHG,Loyal Customers
4390-KYULV,Lost
8945-GRKHX,Lost
6959-UWKHF,Lost
3815-SLMEF,Lost
5154-VEKBL,Lost
4587-VVTOX,At Risk
4652-NNHNY,At Risk
8515-OCTJS,At Risk
5261-QSHQM,Lost
8868-WOZGU,At Risk
1334-FJSVR,Lost
7625-XCQRH,At Risk
1731-TVIUK,Lost
